Order_ID,Customer_ID,Order_Date,Order_Amount,Category,Order_Status
ORD-0405,CUST-002,2024-04-23,42713.24,Appliances,Completed
ORD-0406,CUST-059,2024-07-26,32720.37,Grocery,Completed
ORD-0407,CUST-080,2024-12-20,38563.66,Grocery,Completed
ORD-0408,CUST-073,2024-05-04,36181.58,Electronics,Completed
ORD-0409,CUST-013,2024-06-05,11143.64,Appliances,Pending
ORD-0410,CUST-010,2024-12-05,22851.97,Furniture,Completed
ORD-0411,CUST-069,2024-10-24,11810.43,Appliances,Completed
ORD-0412,CUST-028,2024-07-07,17277.12,Electronics,Completed
ORD-0413,CUST-065,2024-08-30,22948.2,Electronics,Completed
ORD-0414,CUST-034,2024-10-10,21091.49,Electronics,Completed
ORD-0415,CUST-017,2024-09-28,5206.75,Electronics,Pending
ORD-0416,CUST-045,2024-06-25,21624.82,Clothing,Completed
ORD-0417,CUST-009,2024-08-05,33422.84,Grocery,Cancelled
ORD-0418,CUST-032,2024-10-08,19027.9,Clothing,Cancelled
ORD-0419,CUST-048,2024-06-18,8055.63,Appliances,Completed
ORD-0420,CUST-037,2024-06-29,46187.76,Appliances,Pending
ORD-0421,CUST-021,2024-12-25,3823.1,Appliances,Pending
ORD-0422,CUST-057,2024-08-20,41672.71,Clothing,Cancelled
ORD-0423,CUST-070,2024-05-18,5114.89,Grocery,Completed
ORD-0424,CUST-091,2024-06-05,5279.94,Furniture,Completed
ORD-0425,CUST-039,2024-05-08,37070.4,Electronics,Cancelled
ORD-0426,CUST-079,2024-04-28,40682.58,Clothing,Completed
ORD-0427,CUST-084,2024-03-02,28040.35,Furniture,Cancelled
ORD-0428,CUST-068,2024-04-08,29530.02,Furniture,Completed
ORD-0429,CUST-002,2024-06-10,28298.53,Electronics,Pending
ORD-0430,CUST-086,2024-03-02,16817.48,Appliances,Completed
ORD-0431,CUST-071,2024-10-01,6550.45,Electronics,Cancelled
ORD-0432,CUST-039,2024-12-19,18003.1,Grocery,Completed
ORD-0433,CUST-085,2024-04-04,33434.36,Grocery,Completed
ORD-0434,CUST-014,2024-04-08,37639.07,Grocery,Pending
ORD-0435,CUST-018,2024-04-20,43470.56,Appliances,Pending
ORD-0436,CUST-034,2024-09-04,36192.5,Furniture,Cancelled
ORD-0437,CUST-015,2024-05-21,48435.73,Appliances,Cancelled
ORD-0438,CUST-014,2024-10-28,30220.3,Electronics,Completed
ORD-0439,CUST-096,2024-09-25,17906.49,Electronics,Pending
ORD-0440,CUST-071,2024-11-01,29106.97,Grocery,Completed
ORD-0441,CUST-020,2024-05-24,11030.57,Furniture,Cancelled
ORD-0442,CUST-035,2024-02-21,33008.45,Grocery,Completed
ORD-0443,CUST-037,2024-04-09,11600.12,Grocery,Completed
ORD-0444,CUST-078,2024-05-31,5856.81,Furniture,Completed
ORD-0445,CUST-027,2024-04-26,42345.98,Grocery,Cancelled
ORD-0446,CUST-092,2024-07-03,18694.27,Furniture,Cancelled
ORD-0447,CUST-044,2024-04-01,38248.98,Grocery,Cancelled
ORD-0448,CUST-027,2024-06-03,28917.95,Clothing,Completed
ORD-0449,CUST-088,2024-01-08,40457.46,Appliances,Completed
ORD-0450,CUST-082,2024-12-28,42335.18,Furniture,Completed
ORD-0451,CUST-034,2024-09-30,48740.06,Appliances,Completed
ORD-0452,CUST-065,2024-03-05,41012.13,Grocery,Completed
ORD-0453,CUST-063,2024-05-20,30871.88,Clothing,Completed
ORD-0454,CUST-033,2024-01-24,32313.61,Electronics,Completed
ORD-0455,CUST-007,2024-01-28,1799.56,Electronics,Pending
ORD-0456,CUST-012,2024-10-10,46489.67,Furniture,Completed
ORD-0457,CUST-082,2024-05-29,41558.31,Furniture,Pending
ORD-0458,CUST-055,2024-12-23,13738.66,Clothing,Cancelled
ORD-0459,CUST-036,2024-03-05,9430.6,Grocery,Pending
ORD-0460,CUST-006,2024-11-22,35283.59,Clothing,Pending
ORD-0461,CUST-001,2024-09-08,15794.74,Grocery,Completed
ORD-0462,CUST-043,2024-02-22,17321.32,Grocery,Completed
ORD-0463,CUST-099,2024-01-07,802.24,Appliances,Completed
ORD-0464,CUST-017,2024-10-20,43558.2,Appliances,Completed
ORD-0465,CUST-082,2024-05-25,28532.89,Electronics,Completed
ORD-0466,CUST-034,2024-08-28,20338.83,Clothing,Pending
ORD-0467,CUST-021,2024-09-02,7522.8,Furniture,Completed
ORD-0468,CUST-095,2024-08-13,31842.01,Clothing,Completed
ORD-0469,CUST-057,2024-06-23,2017.53,Furniture,Completed
ORD-0470,CUST-071,2024-04-04,37432.53,Clothing,Completed
ORD-0471,CUST-091,2024-01-27,11149.08,Clothing,Completed
ORD-0472,CUST-055,2024-05-09,21281.71,Electronics,Pending
ORD-0473,CUST-072,2024-09-01,17374.35,Clothing,Completed
ORD-0474,CUST-002,2024-02-28,18817.63,Clothing,Cancelled
ORD-0475,CUST-015,2024-02-03,36219.0,Grocery,Pending
ORD-0476,CUST-010,2024-07-24,38953.36,Clothing,Cancelled
ORD-0477,CUST-089,2024-09-08,28595.88,Appliances,Pending
ORD-0478,CUST-020,2024-02-07,4705.37,Electronics,Cancelled
ORD-0479,CUST-070,2024-10-22,3104.14,Clothing,Completed
ORD-0480,CUST-005,2024-11-18,8291.79,Furniture,Completed
ORD-0481,CUST-048,2024-12-17,31082.99,Clothing,Completed
ORD-0482,CUST-075,2024-01-28,33861.45,Grocery,Completed
ORD-0483,CUST-071,2024-03-18,13969.09,Furniture,Completed
ORD-0484,CUST-019,2024-03-17,33265.97,Furniture,Completed
ORD-0485,CUST-056,2024-10-15,24540.25,Furniture,Completed
ORD-0486,CUST-017,2024-06-04,22381.19,Clothing,Completed
ORD-0487,CUST-006,2024-02-13,14021.76,Electronics,Cancelled
ORD-0488,CUST-040,2024-05-07,37869.69,Appliances,Completed
ORD-0489,CUST-047,2024-03-01,6133.97,Furniture,Pending
ORD-0490,CUST-006,2024-10-12,21780.72,Appliances,Completed
ORD-0491,CUST-046,2024-08-01,14520.7,Clothing,Completed
ORD-0492,CUST-027,2024-11-06,34085.07,Clothing,Completed
ORD-0493,CUST-088,2024-11-01,24588.32,Electronics,Completed
ORD-0494,CUST-032,2024-11-12,33523.06,Furniture,Pending
ORD-0495,CUST-086,2024-04-25,2748.16,Appliances,Pending
ORD-0496,CUST-014,2024-09-24,20065.54,Grocery,Completed
ORD-0497,CUST-046,2024-07-13,30166.59,Furniture,Completed
ORD-0498,CUST-100,2024-08-18,880.51,Furniture,Completed
ORD-0499,CUST-072,2024-08-14,15420.26,Appliances,Pending
ORD-0500,CUST-053,2024-06-01,10956.08,Furniture,Pending
